timestamp,symbol,current_price,high,low,open,previous_close
2025-04-22T18:17:58.395456,AAPL,199.74,201.59,195.97,196.12,193.16
2025-04-22T18:17:58.563904,TSLA,237.97,242.79,229.8501,230.96,227.5
2025-04-22T18:17:58.757085,JPM,235.59,235.99,231.37,231.98,228.99
2025-04-22T18:17:58.922368,JNJ,157.75,158.72,156.2601,157.55,156.92
2025-04-22T18:17:59.652324,PG,167.88,168.77,164.535,165.86,165.75
