timestamp,symbol,current_price,high,low,open,previous_close
2025-04-17T12:22:41.577609,DIS,84.81,85.78,83.36,83.37,82.77
2025-04-17T12:22:52.686779,AAPL,196.93,198.8335,194.42,197.2,194.27
2025-04-17T12:23:05.513025,TSLA,239.39,244.34,237.6833,243.47,241.55
